migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2043,204307,000,State of Texas,90,90 yrs,95028,37217,57811,50816,20440,30376,8912,3075,5837,27594,10879,16715,4816,1756,3060,2890,1067,1823
Mid,2043,204307,000,State of Texas,91,91 yrs,79874,30835,49039,43246,17148,26098,7413,2460,4953,23040,8973,14067,3837,1356,2481,2338,898,1440
Mid,2043,204307,000,State of Texas,92,92 yrs,66488,25116,41372,35299,13706,21593,6315,2031,4284,19613,7520,12093,3348,1159,2189,1913,700,1213
Mid,2043,204307,000,State of Texas,93,93 yrs,57536,21422,36114,30950,11869,19081,5182,1666,3516,16806,6316,10490,2951,1013,1938,1647,558,1089
Mid,2043,204307,000,State of Texas,94,94 yrs,45376,16650,28726,25068,9434,15634,4007,1273,2734,12857,4747,8110,2156,745,1411,1288,451,837
Mid,2043,204307,000,State of Texas,95,95+ yrs,138153,48452,89701,79388,28613,50775,11165,3342,7823,37918,13229,24689,5977,2024,3953,3705,1244,2461
Mid,2044,204407,000,State of Texas,-1,All Ages,38336262,18965362,19370900,11791829,5857418,5934411,4756339,2269484,2486855,17183375,8611262,8572113,2797449,1336972,1460477,1807270,890226,917044
Mid,2044,204407,000,State of Texas,0,< 1 yr,408306,208236,200070,94772,48334,46438,47439,24194,23245,204359,104223,100136,19665,10029,9636,42071,21456,20615
Mid,2044,204407,000,State of Texas,1,1 yr,413198,210626,202572,95956,48936,47020,48061,24487,23574,207717,105860,101857,20160,10283,9877,41304,21060,20244
Mid,2044,204407,000,State of Texas,2,2 yrs,418821,213459,205362,97378,49671,47707,48814,24858,23956,211267,107636,103631,20709,10567,10142,40653,20727,19926
Mid,2044,204407,000,State of Texas,3,3 yrs,424127,216149,207978,98789,50397,48392,49580,25235,24345,214518,109283,105235,21234,10834,10400,40006,20400,19606
Mid,2044,204407,000,State of Texas,4,4 yrs,429203,218732,210471,100185,51117,49068,50336,25604,24732,217609,110864,106745,21729,11084,10645,39344,20063,19281
Mid,2044,204407,000,State of Texas,5,5 yrs,434011,221187,212824,101537,51814,49723,51049,25960,25089,220583,112392,108191,22182,11308,10874,38660,19713,18947
Mid,2044,204407,000,State of Texas,6,6 yrs,438484,223465,215019,102846,52483,50363,51722,26294,25428,223392,113840,109552,22580,11498,11082,37944,19350,18594
Mid,2044,204407,000,State of Texas,7,7 yrs,442498,225541,216957,104086,53122,50964,52343,26605,25738,225963,115187,110776,22919,11660,11259,37187,18967,18220
Mid,2044,204407,000,State of Texas,8,8 yrs,445866,227299,218567,105223,53710,51513,52895,26881,26014,228146,116349,111797,23222,11805,11417,36380,18554,17826
Mid,2044,204407,000,State of Texas,9,9 yrs,448740,228797,219943,106281,54246,52035,53405,27134,26271,230025,117360,112665,23486,11931,11555,35543,18126,17417
Mid,2044,204407,000,State of Texas,10,10 yrs,451091,230031,221060,107268,54752,52516,53860,27358,26502,231579,118201,113378,23710,12037,11673,34674,17683,16991
Mid,2044,204407,000,State of Texas,11,11 yrs,452927,231003,221924,108218,55232,52986,54264,27557,26707,232776,118863,113913,23892,12124,11768,33777,17227,16550
Mid,2044,204407,000,State of Texas,12,12 yrs,454308,231722,222586,109124,55689,53435,54639,27736,26903,233633,119335,114298,24045,12198,11847,32867,16764,16103
Mid,2044,204407,000,State of Texas,13,13 yrs,455229,232239,222990,110004,56134,53870,54962,27892,27070,234150,119663,114487,24162,12256,11906,31951,16294,15657
Mid,2044,204407,000,State of Texas,14,14 yrs,455950,232643,223307,110925,56594,54331,55269,28039,27230,234453,119872,114581,24264,12308,11956,31039,15830,15209
Mid,2044,204407,000,State of Texas,15,15 yrs,456354,232860,223494,111868,57066,54802,55540,28164,27376,234423,119904,114519,24396,12366,12030,30127,15360,14767
Mid,2044,204407,000,State of Texas,16,16 yrs,456770,233084,223686,112887,57570,55317,55802,28277,27525,234242,119875,114367,24600,12453,12147,29239,14909,14330
Mid,2044,204407,000,State of Texas,17,17 yrs,457316,233352,223964,113999,58107,55892,56118,28410,27708,233920,119787,114133,24934,12598,12336,28345,14450,13895
Mid,2044,204407,000,State of Texas,18,18 yrs,458061,233729,224332,115161,58666,56495,56446,28546,27900,233537,119696,113841,25441,12815,12626,27476,14006,13470
Mid,2044,204407,000,State of Texas,19,19 yrs,459457,234405,225052,116763,59475,57288,57048,28783,28265,233053,119557,113496,25998,13035,12963,26595,13555,13040
Mid,2044,204407,000,State of Texas,20,20 yrs,460803,235039,225764,118320,60246,58074,57625,29010,28615,232483,119369,113114,26668,13316,13352,25707,13098,12609
Mid,2044,204407,000,State of Texas,21,21 yrs,462434,235825,226609,119919,61043,58876,58199,29229,28970,232077,119259,112818,27404,13639,13765,24835,12655,12180
Mid,2044,204407,000,State of Texas,22,22 yrs,462774,235840,226934,121230,61702,59528,59075,29630,29445,231007,118620,112387,27586,13721,13865,23876,12167,11709
Mid,2044,204407,000,State of Texas,23,23 yrs,463909,236351,227558,122493,62345,60148,59315,29678,29637,230704,118519,112185,28428,14103,14325,22969,11706,11263
Mid,2044,204407,000,State of Texas,24,24 yrs,437276,222524,214752,114637,58474,56163,56377,27931,28446,211152,108411,102741,33144,16522,16622,21966,11186,10780
Mid,2044,204407,000,State of Texas,25,25 yrs,447206,227056,220150,119352,60913,58439,58385,28800,29585,213922,109614,104308,34185,16869,17316,21362,10860,10502
Mid,2044,204407,000,State of Texas,26,26 yrs,465359,236061,229298,123388,62877,60511,61183,30311,30872,222080,113841,108239,36444,17731,18713,22264,11301,10963
Mid,2044,204407,000,State of Texas,27,27 yrs,485416,246575,238841,130091,66318,63773,62790,31068,31722,231300,118736,112564,38619,18813,19806,22616,11640,10976
Mid,2044,204407,000,State of Texas,28,28 yrs,504910,255925,248985,136628,69605,67023,65095,31784,33311,240443,123691,116752,39653,19160,20493,23091,11685,11406
Mid,2044,204407,000,State of Texas,29,29 yrs,517243,262740,254503,138689,70935,67754,66928,32817,34111,246835,127288,119547,41316,19889,21427,23475,11811,11664
Mid,2044,204407,000,State of Texas,30,30 yrs,516934,262367,254567,139517,71303,68214,66887,32898,33989,246584,126965,119619,41326,19742,21584,22620,11459,11161
Mid,2044,204407,000,State of Texas,31,31 yrs,519515,263010,256505,140192,71112,69080,67005,32681,34324,246769,127183,119586,42955,20748,22207,22594,11286,11308
Mid,2044,204407,000,State of Texas,32,32 yrs,522359,264809,257550,140126,71058,69068,67829,33183,34646,249609,129151,120458,42590,20163,22427,22205,11254,10951
Mid,2044,204407,000,State of Texas,33,33 yrs,529149,268766,260383,142711,72958,69753,69040,33782,35258,252695,130813,121882,42697,20058,22639,22006,11155,10851
Mid,2044,204407,000,State of Texas,34,34 yrs,554211,280772,273439,147632,75509,72123,72454,35109,37345,267636,138024,129612,43352,20332,23020,23137,11798,11339
Mid,2044,204407,000,State of Texas,35,35 yrs,556360,282158,274202,148872,76036,72836,73175,35733,37442,268255,138506,129749,43408,20409,22999,22650,11474,11176
Mid,2044,204407,000,State of Texas,36,36 yrs,570465,288743,281722,152343,77645,74698,74774,36435,38339,275586,142035,133551,44714,21024,23690,23048,11604,11444
Mid,2044,204407,000,State of Texas,37,37 yrs,566109,286571,279538,152334,77787,74547,74484,36396,38088,272755,140175,132580,43883,20660,23223,22653,11553,11100
Mid,2044,204407,000,State of Texas,38,38 yrs,556736,282451,274285,150922,77378,73544,72140,35019,37121,267525,138238,129287,44118,20680,23438,22031,11136,10895
Mid,2044,204407,000,State of Texas,39,39 yrs,559782,284437,275345,152229,78026,74203,71968,35132,36836,268924,139356,129568,44808,21020,23788,21853,10903,10950
Mid,2044,204407,000,State of Texas,40,40 yrs,555534,281726,273808,153315,78402,74913,71112,34754,36358,264852,136651,128201,44721,21097,23624,21534,10822,10712
Mid,2044,204407,000,State of Texas,41,41 yrs,547319,277331,269988,151850,77821,74029,70035,34197,35838,260588,134252,126336,44348,20750,23598,20498,10311,10187
Mid,2044,204407,000,State of Texas,42,42 yrs,551504,279211,272293,153298,78557,74741,74453,35946,38507,257493,133048,124445,45820,21520,24300,20440,10140,10300
Mid,2044,204407,000,State of Texas,43,43 yrs,555933,278832,277101,159611,81010,78601,74628,35687,38941,253808,129602,124206,47642,22544,25098,20244,9989,10255
Mid,2044,204407,000,State of Texas,44,44 yrs,549836,277515,272321,162569,83076,79493,73919,35417,38502,248026,127219,120807,46258,22107,24151,19064,9696,9368
Mid,2044,204407,000,State of Texas,45,45 yrs,524862,264863,259999,156665,80014,76651,69628,33549,36079,235937,120805,115132,44728,21569,23159,17904,8926,8978
Mid,2044,204407,000,State of Texas,46,46 yrs,508764,257338,251426,152359,77972,74387,67265,32451,34814,227073,116574,110499,44645,21700,22945,17422,8641,8781
Mid,2044,204407,000,State of Texas,47,47 yrs,498424,251974,246450,152004,77782,74222,65141,31299,33842,220588,113363,107225,44160,21347,22813,16531,8183,8348
Mid,2044,204407,000,State of Texas,48,48 yrs,494779,249053,245726,152711,77796,74915,64360,30909,33451,216893,110677,106216,43742,21300,22442,17073,8371,8702
Mid,2044,204407,000,State of Texas,49,49 yrs,506116,255278,250838,158157,80947,77210,66814,31903,34911,221248,113067,108181,43259,21117,22142,16638,8244,8394
Mid,2044,204407,000,State of Texas,50,50 yrs,486662,243466,243196,153555,78254,75301,64896,30990,33906,209412,105673,103739,42473,20682,21791,16326,7867,8459
Mid,2044,204407,000,State of Texas,51,51 yrs,486075,242937,243138,155009,79009,76000,65359,31024,34335,206670,104127,102543,42803,20907,21896,16234,7870,8364
Mid,2044,204407,000,State of Texas,52,52 yrs,489382,244114,245268,160384,81718,78666,65558,30974,34584,204825,103019,101806,42510,20562,21948,16105,7841,8264
Mid,2044,204407,000,State of Texas,53,53 yrs,481320,239357,241963,161517,82120,79397,64213,30207,34006,197037,98846,98191,42149,20340,21809,16404,7844,8560
Mid,2044,204407,000,State of Texas,54,54 yrs,508472,253533,254939,172180,87565,84615,67543,31760,35783,208266,105071,103195,43531,21024,22507,16952,8113,8839
Mid,2044,204407,000,State of Texas,55,55 yrs,456493,225170,231323,158283,80328,77955,59983,28016,31967,180502,89334,91168,41823,19945,21878,15902,7547,8355
Mid,2044,204407,000,State of Texas,56,56 yrs,457846,226091,231755,159691,80808,78883,59024,27332,31692,182650,91092,91558,40966,19494,21472,15515,7365,8150
Mid,2044,204407,000,State of Texas,57,57 yrs,446889,219873,227016,157742,79583,78159,56579,26480,30099,177468,87618,89850,39683,19006,20677,15417,7186,8231
Mid,2044,204407,000,State of Texas,58,58 yrs,444179,218165,226014,158690,80007,78683,56046,25965,30081,174539,86035,88504,40018,19109,20909,14886,7049,7837
Mid,2044,204407,000,State of Texas,59,59 yrs,463457,228778,234679,165284,83816,81468,57668,27013,30655,184434,91239,93195,40879,19631,21248,15192,7079,8113
Mid,2044,204407,000,State of Texas,60,60 yrs,426105,207989,218116,152648,76857,75791,52975,24394,28581,166789,81405,85384,39206,18618,20588,14487,6715,7772
Mid,2044,204407,000,State of Texas,61,61 yrs,426493,207836,218657,153602,77460,76142,53108,24544,28564,166736,80723,86013,38426,18276,20150,14621,6833,7788
Mid,2044,204407,000,State of Texas,62,62 yrs,420820,204366,216454,151344,75985,75359,51584,23662,27922,166450,80667,85783,37338,17600,19738,14104,6452,7652
Mid,2044,204407,000,State of Texas,63,63 yrs,411490,198920,212570,148228,74407,73821,51473,23390,28083,161585,77649,83936,35914,16915,18999,14290,6559,7731
Mid,2044,204407,000,State of Texas,64,64 yrs,431980,210121,221859,152817,76484,76333,54101,24784,29317,174717,85392,89325,36357,17007,19350,13988,6454,7534
Mid,2044,204407,000,State of Texas,65,65 yrs,374078,179984,194094,134370,67202,67168,47069,21365,25704,146299,69854,76445,33379,15632,17747,12961,5931,7030
Mid,2044,204407,000,State of Texas,66,66 yrs,370688,176967,193721,133003,65792,67211,44776,20257,24519,148593,70394,78199,31692,14864,16828,12624,5660,6964
Mid,2044,204407,000,State of Texas,67,67 yrs,357495,170545,186950,127436,62984,64452,42760,19381,23379,144040,68098,75942,31108,14525,16583,12151,5557,6594
Mid,2044,204407,000,State of Texas,68,68 yrs,346686,164815,181871,123390,61088,62302,40992,18208,22784,139832,65891,73941,30904,14453,16451,11568,5175,6393
Mid,2044,204407,000,State of Texas,69,69 yrs,361046,172650,188396,129326,63663,65663,41550,18892,22658,147351,70187,77164,31038,14586,16452,11781,5322,6459
Mid,2044,204407,000,State of Texas,70,70 yrs,327978,154636,173342,119211,58252,60959,38647,17213,21434,130814,61005,69809,28672,13363,15309,10634,4803,5831
Mid,2044,204407,000,State of Texas,71,71 yrs,327176,153441,173735,120765,58739,62026,38846,17135,21711,128365,59620,68745,28091,13005,15086,11109,4942,6167
Mid,2044,204407,000,State of Texas,72,72 yrs,330198,154153,176045,127746,61866,65880,38290,16805,21485,126191,58110,68081,27023,12419,14604,10948,4953,5995
Mid,2044,204407,000,State of Texas,73,73 yrs,331852,154453,177399,134672,64891,69781,38662,16893,21769,121838,55923,65915,25487,11752,13735,11193,4994,6199
Mid,2044,204407,000,State of Texas,74,74 yrs,332687,155323,177364,135020,64806,70214,37517,16290,21227,124547,58052,66495,24800,11325,13475,10803,4850,5953
Mid,2044,204407,000,State of Texas,75,75 yrs,289442,133528,155914,119508,56852,62656,32348,13917,18431,105942,48564,57378,22051,9973,12078,9593,4222,5371
Mid,2044,204407,000,State of Texas,76,76 yrs,275264,126455,148809,112666,53510,59156,31208,13437,17771,102490,46641,55849,19914,8986,10928,8986,3881,5105
Mid,2044,204407,000,State of Texas,77,77 yrs,262815,119901,142914,109858,51540,58318,30048,12653,17395,96280,43967,52313,17974,8050,9924,8655,3691,4964
Mid,2044,204407,000,State of Texas,78,78 yrs,258372,117452,140920,108907,50760,58147,29684,12419,17265,93874,42850,51024,17449,7824,9625,8458,3599,4859
Mid,2044,204407,000,State of Texas,79,79 yrs,266647,120499,146148,117690,54461,63229,29958,12352,17606,93651,42552,51099,16668,7421,9247,8680,3713,4967
Mid,2044,204407,000,State of Texas,80,80 yrs,250018,111717,138301,114728,52444,62284,27283,11057,16226,83927,37778,46149,15564,6846,8718,8516,3592,4924
Mid,2044,204407,000,State of Texas,81,81 yrs,238786,105681,133105,112201,50915,61286,25838,10381,15457,78269,34752,43517,14225,6171,8054,8253,3462,4791
Mid,2044,204407,000,State of Texas,82,82 yrs,225204,99067,126137,108528,48800,59728,24016,9592,14424,72562,32176,40386,12359,5326,7033,7739,3173,4566
Mid,2044,204407,000,State of Texas,83,83 yrs,212712,92456,120256,103703,46267,57436,22799,8957,13842,67477,29506,37971,11581,4854,6727,7152,2872,4280
Mid,2044,204407,000,State of Texas,84,84 yrs,205001,88595,116406,100972,44618,56354,21454,8348,13106,65046,28415,36631,10917,4468,6449,6612,2746,3866
Mid,2044,204407,000,State of Texas,85,85 yrs,177731,75674,102057,89282,39030,50252,18676,7160,11516,54436,23370,31066,9428,3743,5685,5909,2371,3538
Mid,2044,204407,000,State of Texas,86,86 yrs,165308,69291,96017,84097,36163,47934,16913,6380,10533,50371,21235,29136,8460,3304,5156,5467,2209,3258
Mid,2044,204407,000,State of Texas,87,87 yrs,146966,60287,86679,75021,31517,43504,14925,5483,9442,44545,18517,26028,7581,2884,4697,4894,1886,3008
Mid,2044,204407,000,State of Texas,88,88 yrs,129964,52802,77162,66708,27721,38987,13030,4764,8266,39307,16153,23154,6712,2532,4180,4207,1632,2575
Mid,2044,204407,000,State of Texas,89,89 yrs,118269,47386,70883,61401,25212,36189,11647,4127,7520,35536,14400,21136,5946,2214,3732,3739,1433,2306
Mid,2044,204407,000,State of Texas,90,90 yrs,97376,37963,59413,51552,20560,30992,9259,3198,6061,28657,11292,17365,4849,1784,3065,3059,1129,1930
Mid,2044,204407,000,State of Texas,91,91 yrs,84021,32412,51609,44726,17719,27007,7865,2666,5199,24602,9565,15037,4267,1531,2736,2561,931,1630
Mid,2044,204407,000,State of Texas,92,92 yrs,69724,26496,43228,37581,14668,22913,6466,2107,4359,20273,7781,12492,3359,1167,2192,2045,773,1272
Mid,2044,204407,000,State of Texas,93,93 yrs,57247,21277,35970,30256,11558,18698,5438,1717,3721,17012,6424,10588,2890,984,1906,1651,594,1057
Mid,2044,204407,000,State of Texas,94,94 yrs,48800,17871,30929,26137,9859,16278,4401,1389,3012,14350,5309,9041,2510,847,1663,1402,467,935
Mid,2044,204407,000,State of Texas,95,95+ yrs,146310,51169,95141,82960,29798,53162,12189,3654,8535,40626,14192,26434,6526,2184,4342,4009,1341,2668
Mid,2045,204507,000,State of Texas,-1,All Ages,38636072,19117280,19518792,11760060,5843120,5916940,4801901,2291156,2510745,17384101,8714214,8669887,2847130,1360322,1486808,1842880,908468,934412
Mid,2045,204507,000,State of Texas,0,< 1 yr,406538,207335,199203,93768,47822,45946,47238,24091,23147,202927,103493,99434,19839,10118,9721,42766,21811,20955
Mid,2045,204507,000,State of Texas,1,1 yr,411414,209718,201696,94951,48424,46527,47863,24387,23476,206252,105114,101138,20350,10379,9971,41998,21414,20584
Mid,2045,204507,000,State of Texas,2,2 yrs,417067,212563,204504,96372,49157,47215,48622,24760,23862,209797,106886,102911,20920,10674,10246,41356,21086,20270
Mid,2045,204507,000,State of Texas,3,3 yrs,422547,215351,207196,97809,49901,47908,49394,25139,24255,213153,108592,104561,21468,10954,10514,40723,20765,19958
Mid,2045,204507,000,State of Texas,4,4 yrs,427667,217946,209721,99198,50614,48584,50153,25511,24642,216273,110180,106093,21969,11205,10764,40074,20436,19638
Mid,2045,204507,000,State of Texas,5,5 yrs,432679,220499,212180,100581,51327,49254,50886,25873,25013,219365,111764,107601,22433,11436,10997,39414,20099,19315
Mid,2045,204507,000,State of Texas,6,6 yrs,437434,222940,214494,101924,52018,49906,51588,26224,25364,222347,113313,109034,22844,11635,11209,38731,19750,18981
Mid,2045,204507,000,State of Texas,7,7 yrs,441869,225215,216654,103216,52679,50537,52247,26553,25694,225187,114793,110394,23205,11804,11401,38014,19386,18628
Mid,2045,204507,000,State of Texas,8,8 yrs,445858,227286,218572,104445,53310,51135,52857,26857,26000,227783,116163,111620,23517,11954,11563,37256,19002,18254
Mid,2045,204507,000,State of Texas,9,9 yrs,449215,229045,220170,105573,53890,51683,53400,27129,26271,229991,117347,112644,23802,12091,11711,36449,18588,17861
Mid,2045,204507,000,State of Texas,10,10 yrs,452085,230530,221555,106616,54416,52200,53901,27377,26524,231907,118368,113539,24048,12207,11841,35613,18162,17451
Mid,2045,204507,000,State of Texas,11,11 yrs,454390,231744,222646,107603,54920,52683,54352,27598,26754,233434,119198,114236,24260,12311,11949,34741,17717,17024
Mid,2045,204507,000,State of Texas,12,12 yrs,456183,232688,223495,108553,55399,53154,54748,27790,26958,234609,119845,114764,24428,12392,12036,33845,17262,16583
