migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2052,205207,000,State of Texas,18,18 yrs,479867,244790,235077,110595,56339,54256,58333,29458,28875,247052,126597,120455,28653,14434,14219,35234,17962,17272
Mid,2052,205207,000,State of Texas,19,19 yrs,483290,246503,236787,112131,57111,55020,59252,29853,29399,248394,127402,120992,29200,14644,14556,34313,17493,16820
Mid,2052,205207,000,State of Texas,20,20 yrs,486597,248122,238475,113673,57874,55799,60192,30259,29933,249492,128062,121430,29860,14912,14948,33380,17015,16365
Mid,2052,205207,000,State of Texas,21,21 yrs,489633,249637,239996,115235,58657,56578,61082,30634,30448,250311,128599,121712,30568,15217,15351,32437,16530,15907
Mid,2052,205207,000,State of Texas,22,22 yrs,492517,251023,241494,116819,59446,57373,61961,31010,30951,250925,128974,121951,31311,15539,15772,31501,16054,15447
Mid,2052,205207,000,State of Texas,23,23 yrs,495117,252245,242872,118382,60242,58140,62781,31351,31430,251240,129172,122068,32153,15913,16240,30561,15567,14994
Mid,2052,205207,000,State of Texas,24,24 yrs,497655,253416,244239,119957,61045,58912,63548,31657,31891,251440,129313,122127,33055,16292,16763,29655,15109,14546
Mid,2052,205207,000,State of Texas,25,25 yrs,500191,254537,245654,121585,61858,59727,64335,31961,32374,251510,129401,122109,34009,16671,17338,28752,14646,14106
Mid,2052,205207,000,State of Texas,26,26 yrs,502732,255662,247070,123218,62673,60545,65080,32227,32853,251572,129532,122040,35002,17041,17961,27860,14189,13671
Mid,2052,205207,000,State of Texas,27,27 yrs,505600,256927,248673,124966,63549,61417,65844,32500,33344,251797,129755,122042,36005,17382,18623,26988,13741,13247
Mid,2052,205207,000,State of Texas,28,28 yrs,508162,258037,250125,126629,64383,62246,66522,32734,33788,251897,129914,121983,36989,17709,19280,26125,13297,12828
Mid,2052,205207,000,State of Texas,29,29 yrs,510748,259180,251568,128279,65205,63074,67197,32967,34230,252098,130132,121966,37914,18017,19897,25260,12859,12401
Mid,2052,205207,000,State of Texas,30,30 yrs,511967,259539,252428,129561,65854,63707,68518,33544,34974,251492,129748,121744,38085,18017,20068,24311,12376,11935
Mid,2052,205207,000,State of Texas,31,31 yrs,513250,260151,253099,130719,66450,64269,68665,33540,35125,251577,129922,121655,38858,18310,20548,23431,11929,11502
Mid,2052,205207,000,State of Texas,32,32 yrs,486917,246535,240382,123225,62773,60452,65619,31750,33869,232204,119978,112226,43443,20627,22816,22426,11407,11019
Mid,2052,205207,000,State of Texas,33,33 yrs,496464,250947,245517,127939,65226,62713,67589,32616,34973,234854,121155,113699,44259,20868,23391,21823,11082,10741
Mid,2052,205207,000,State of Texas,34,34 yrs,513835,259609,254226,131992,67208,64784,70357,34141,36216,242517,125111,117406,46246,21626,24620,22723,11523,11200
Mid,2052,205207,000,State of Texas,35,35 yrs,532638,269557,263081,138667,70651,68016,71782,34835,36947,251007,129596,121411,48107,22611,25496,23075,11864,11211
Mid,2052,205207,000,State of Texas,36,36 yrs,549982,278128,271854,144727,73739,70988,73507,35364,38143,259396,134137,125259,48823,22992,25831,23529,11896,11633
Mid,2052,205207,000,State of Texas,37,37 yrs,559677,283860,275817,146107,74758,71349,74719,36186,38533,264751,137154,127597,50200,23747,26453,23900,12015,11885
Mid,2052,205207,000,State of Texas,38,38 yrs,556266,282070,274196,146205,74786,71419,73973,36001,37972,263220,136065,127155,49842,23566,26276,23026,11652,11374
Mid,2052,205207,000,State of Texas,39,39 yrs,555774,281232,274542,146106,74220,71886,73389,35518,37871,262172,135519,126653,51130,24509,26621,22977,11466,11511
Mid,2052,205207,000,State of Texas,40,40 yrs,555514,281499,274015,145299,73818,71481,73508,35733,37775,263813,136725,127088,50336,23807,26529,22558,11416,11142
Mid,2052,205207,000,State of Texas,41,41 yrs,559393,283989,275404,147120,75339,71781,74045,36056,37989,265857,137708,128149,50034,23581,26453,22337,11305,11032
Mid,2052,205207,000,State of Texas,42,42 yrs,581527,294500,287027,151290,77526,73764,76788,37105,39683,279702,144199,135503,50313,23743,26570,23434,11927,11507
Mid,2052,205207,000,State of Texas,43,43 yrs,580916,294537,286379,151809,77723,74086,76857,37475,39382,279290,144010,135280,50036,23742,26294,22924,11587,11337
Mid,2052,205207,000,State of Texas,44,44 yrs,593191,300033,293158,155059,79224,75835,78258,38076,40182,285612,146852,138760,50965,24179,26786,23297,11702,11595
Mid,2052,205207,000,State of Texas,45,45 yrs,587039,296831,290208,154826,79245,75581,77709,37917,39792,281896,144413,137483,49729,23620,26109,22879,11636,11243
Mid,2052,205207,000,State of Texas,46,46 yrs,575917,291733,284184,153160,78699,74461,75107,36411,38696,275808,141942,133866,49615,23478,26137,22227,11203,11024
Mid,2052,205207,000,State of Texas,47,47 yrs,577227,292817,284410,154207,79207,75000,74669,36396,38273,276286,142550,133736,50039,23707,26332,22026,10957,11069
Mid,2052,205207,000,State of Texas,48,48 yrs,571464,289302,282162,155086,79477,75609,73596,35909,37687,271394,139368,132026,49704,23684,26020,21684,10864,10820
Mid,2052,205207,000,State of Texas,49,49 yrs,561579,284004,277575,153318,78707,74611,72298,35242,37056,266307,136511,129796,49033,23205,25828,20623,10339,10284
Mid,2052,205207,000,State of Texas,50,50 yrs,564162,285022,279140,154522,79312,75210,76472,36859,39613,262470,134884,127586,50169,23820,26349,20529,10147,10382
Mid,2052,205207,000,State of Texas,51,51 yrs,567268,283926,283342,160557,81597,78960,76524,36527,39997,258109,131075,127034,51764,24742,27022,20314,9985,10329
Mid,2052,205207,000,State of Texas,52,52 yrs,559330,281565,277765,163103,83386,79717,75558,36117,39441,251514,128282,123232,50049,24110,25939,19106,9670,9436
Mid,2052,205207,000,State of Texas,53,53 yrs,532567,267892,264675,156848,80103,76745,70993,34080,36913,238630,121463,117167,48171,23356,24815,17925,8890,9035
Mid,2052,205207,000,State of Texas,54,54 yrs,514891,259403,255488,152225,77851,74374,68417,32848,35569,229011,116810,112201,47831,23309,24522,17407,8585,8822
Mid,2052,205207,000,State of Texas,55,55 yrs,503069,253107,249962,151487,77399,74088,66085,31556,34529,221840,113219,108621,47157,22815,24342,16500,8118,8382
Mid,2052,205207,000,State of Texas,56,56 yrs,498028,249327,248701,151827,77185,74642,65090,31027,34063,217504,110173,107331,46619,22667,23952,16988,8275,8713
Mid,2052,205207,000,State of Texas,57,57 yrs,507800,254564,253236,156742,79988,76754,67311,31871,35440,221202,112190,109012,46021,22388,23633,16524,8127,8397
Mid,2052,205207,000,State of Texas,58,58 yrs,487615,242305,245310,151875,77128,74747,65303,30884,34419,209056,104634,104422,45203,21925,23278,16178,7734,8444
Mid,2052,205207,000,State of Texas,59,59 yrs,485639,240929,244710,152843,77581,75262,65559,30795,34764,205741,102756,102985,45459,22091,23368,16037,7706,8331
Mid,2052,205207,000,State of Texas,60,60 yrs,487385,241128,246257,157596,79892,77704,65506,30592,34914,203281,101268,102013,45141,21729,23412,15861,7647,8214
Mid,2052,205207,000,State of Texas,61,61 yrs,477915,235562,242353,158145,79940,78205,63955,29711,34244,194981,96801,98180,44742,21495,23247,16092,7615,8477
Mid,2052,205207,000,State of Texas,62,62 yrs,502105,247886,254219,167800,84731,83069,66753,30947,35806,205011,102273,102738,45982,22103,23879,16559,7832,8727
Mid,2052,205207,000,State of Texas,63,63 yrs,449968,219612,230356,153748,77425,76323,59170,27203,31967,177400,86737,90663,44169,20997,23172,15481,7250,8231
Mid,2052,205207,000,State of Texas,64,64 yrs,448873,219069,229804,154375,77404,76971,57795,26300,31495,178586,87912,90674,43081,20421,22660,15036,7032,8004
Mid,2052,205207,000,State of Texas,65,65 yrs,435891,211734,224157,151721,75769,75952,55041,25255,29786,172725,84102,88623,41545,19793,21752,14859,6815,8044
Mid,2052,205207,000,State of Texas,66,66 yrs,429862,208118,221744,151517,75483,76034,53934,24438,29496,168795,81977,86818,41306,19561,21745,14310,6659,7651
Mid,2052,205207,000,State of Texas,67,67 yrs,444196,215706,228490,156487,78243,78244,54760,25013,29747,176893,86105,90788,41511,19694,21817,14545,6651,7894
Mid,2052,205207,000,State of Texas,68,68 yrs,405460,194347,211113,143459,71082,72377,49820,22307,27513,159053,76279,82774,39313,18403,20910,13815,6276,7539
Mid,2052,205207,000,State of Texas,69,69 yrs,402052,192002,210050,143111,70890,72221,49301,22087,27214,157833,74955,82878,37936,17728,20208,13871,6342,7529
Mid,2052,205207,000,State of Texas,70,70 yrs,392858,186584,206274,139692,68746,70946,47285,20966,26319,156275,74164,82111,36281,16753,19528,13325,5955,7370
Mid,2052,205207,000,State of Texas,71,71 yrs,380202,179352,200850,135499,66535,68964,46540,20384,26156,150435,70658,79777,34333,15782,18551,13395,5993,7402
Mid,2052,205207,000,State of Texas,72,72 yrs,394488,186884,207604,138223,67533,70690,48168,21218,26950,160949,76755,84194,34126,15532,18594,13022,5846,7176
Mid,2052,205207,000,State of Texas,73,73 yrs,338175,158079,180096,120216,58560,61656,41384,18007,23377,133724,62168,71556,30855,14015,16840,11996,5329,6667
Mid,2052,205207,000,State of Texas,74,74 yrs,331595,153517,178078,117723,56615,61108,38886,16824,22062,134493,61910,72583,28936,13147,15789,11557,5021,6536
Mid,2052,205207,000,State of Texas,75,75 yrs,316220,146016,170204,111467,53471,57996,36652,15848,20804,129064,59165,69899,28040,12669,15371,10997,4863,6134
Mid,2052,205207,000,State of Texas,76,76 yrs,302939,139132,163807,106522,51095,55427,34655,14642,20013,123923,56507,67416,27484,12418,15066,10355,4470,5885
Mid,2052,205207,000,State of Texas,77,77 yrs,310911,143369,167542,110008,52360,57648,34531,14909,19622,128802,59264,69538,27189,12319,14870,10381,4517,5864
Mid,2052,205207,000,State of Texas,78,78 yrs,278214,126165,152049,99708,47000,52708,31598,13317,18281,112919,50743,62176,24744,11092,13652,9245,4013,5232
Mid,2052,205207,000,State of Texas,79,79 yrs,272516,122642,149874,99079,46381,52698,31149,12963,18186,109039,48697,60342,23791,10569,13222,9458,4032,5426
Mid,2052,205207,000,State of Texas,80,80 yrs,269461,120441,149020,102549,47686,54863,30059,12408,17651,105317,46542,58775,22415,9860,12555,9121,3945,5176
Mid,2052,205207,000,State of Texas,81,81 yrs,264445,117550,146895,105450,48662,56788,29611,12126,17485,99669,43816,55853,20635,9084,11551,9080,3862,5218
Mid,2052,205207,000,State of Texas,82,82 yrs,258149,114841,143308,102748,47084,55664,27941,11330,16611,99419,44311,55108,19519,8481,11038,8522,3635,4887
Mid,2052,205207,000,State of Texas,83,83 yrs,218222,95570,122652,88108,39853,48255,23388,9355,14033,82525,36077,46448,16845,7221,9624,7356,3064,4292
Mid,2052,205207,000,State of Texas,84,84 yrs,200682,87167,113515,80066,36001,44065,21795,8687,13108,77477,33519,43958,14690,6252,8438,6654,2708,3946
Mid,2052,205207,000,State of Texas,85,85 yrs,184430,79215,105215,74992,33131,41861,20218,7836,12382,70326,30435,39891,12743,5354,7389,6151,2459,3692
Mid,2052,205207,000,State of Texas,86,86 yrs,173741,73999,99742,71072,31019,40053,19151,7336,11815,65939,28416,37523,11827,4948,6879,5752,2280,3472
Mid,2052,205207,000,State of Texas,87,87 yrs,170861,71925,98936,73094,31470,41624,18453,6923,11530,62946,26872,36074,10758,4439,6319,5610,2221,3389
Mid,2052,205207,000,State of Texas,88,88 yrs,151996,62854,89142,67505,28512,38993,15993,5859,10134,53741,22599,31142,9537,3861,5676,5220,2023,3197
Mid,2052,205207,000,State of Texas,89,89 yrs,137015,55727,81288,62221,25906,36315,14325,5169,9156,47460,19560,27900,8239,3266,4973,4770,1826,2944
Mid,2052,205207,000,State of Texas,90,90 yrs,121235,48691,72544,56437,23118,33319,12527,4465,8062,41361,16924,24437,6717,2625,4092,4193,1559,2634
Mid,2052,205207,000,State of Texas,91,91 yrs,106844,42098,64746,50280,20299,29981,11130,3877,7253,35939,14399,21540,5873,2215,3658,3622,1308,2314
Mid,2052,205207,000,State of Texas,92,92 yrs,95440,37162,58278,45355,18020,27335,9742,3341,6401,32102,12770,19332,5141,1880,3261,3100,1151,1949
Mid,2052,205207,000,State of Texas,93,93 yrs,76204,29032,47172,36935,14430,22505,7845,2635,5210,24760,9609,15151,4103,1446,2657,2561,912,1649
Mid,2052,205207,000,State of Texas,94,94 yrs,64814,24158,40656,31823,12156,19667,6527,2147,4380,20924,7920,13004,3376,1163,2213,2164,772,1392
Mid,2052,205207,000,State of Texas,95,95+ yrs,214216,74224,139992,108771,38564,70207,21099,6395,14704,66400,23465,42935,11056,3538,7518,6890,2262,4628
Mid,2053,205307,000,State of Texas,-1,All Ages,40851015,20245535,20605480,11476023,5715947,5760076,5150043,2457537,2692506,18846445,9466958,9379487,3231127,1540126,1691001,2147377,1064967,1082410
Mid,2053,205307,000,State of Texas,0,< 1 yr,396597,202264,194333,86551,44141,42410,46116,23519,22597,195109,99506,95603,20130,10266,9864,48691,24832,23859
Mid,2053,205307,000,State of Texas,1,1 yr,400414,204117,196297,87514,44634,42880,46679,23781,22898,197567,100693,96874,20887,10653,10234,47767,24356,23411
Mid,2053,205307,000,State of Texas,2,2 yrs,405148,206489,198659,88736,45265,43471,47384,24123,23261,200295,102052,98243,21702,11069,10633,47031,23980,23051
Mid,2053,205307,000,State of Texas,3,3 yrs,409948,208920,201028,90026,45933,44093,48113,24476,23637,202957,103398,99559,22505,11479,11026,46347,23634,22713
Mid,2053,205307,000,State of Texas,4,4 yrs,414774,211375,203399,91341,46612,44729,48841,24829,24012,205657,104782,100875,23247,11853,11394,45688,23299,22389
Mid,2053,205307,000,State of Texas,5,5 yrs,419642,213851,205791,92659,47290,45369,49556,25182,24374,208451,106212,102239,23922,12190,11732,45054,22977,22077
Mid,2053,205307,000,State of Texas,6,6 yrs,424583,216370,208213,93998,47980,46018,50259,25528,24731,211379,107722,103657,24520,12483,12037,44427,22657,21770
Mid,2053,205307,000,State of Texas,7,7 yrs,429593,218948,210645,95342,48673,46669,50964,25879,25085,214448,109322,105126,25041,12736,12305,43798,22338,21460
Mid,2053,205307,000,State of Texas,8,8 yrs,434681,221578,213103,96687,49363,47324,51655,26223,25432,217656,111006,106650,25502,12962,12540,43181,22024,21157
Mid,2053,205307,000,State of Texas,9,9 yrs,439730,224189,215541,98019,50045,47974,52344,26565,25779,220910,112721,108189,25901,13154,12747,42556,21704,20852
Mid,2053,205307,000,State of Texas,10,10 yrs,444841,226819,218022,99356,50724,48632,53024,26902,26122,224256,114477,109779,26274,13333,12941,41931,21383,20548
Mid,2053,205307,000,State of Texas,11,11 yrs,449892,229431,220461,100695,51405,49290,53697,27235,26462,227592,116231,111361,26614,13501,13113,41294,21059,20235
Mid,2053,205307,000,State of Texas,12,12 yrs,454730,231916,222814,102008,52067,49941,54358,27559,26799,230801,117909,112892,26918,13651,13267,40645,20730,19915
Mid,2053,205307,000,State of Texas,13,13 yrs,459500,234384,225116,103337,52742,50595,55018,27884,27134,233970,119577,114393,27192,13790,13402,39983,20391,19592
Mid,2053,205307,000,State of Texas,14,14 yrs,464098,236767,227331,104651,53405,51246,55662,28202,27460,237038,121202,115836,27448,13917,13531,39299,20041,19258
Mid,2053,205307,000,State of Texas,15,15 yrs,468515,239025,229490,105960,54053,51907,56301,28511,27790,239958,122747,117211,27721,14042,13679,38575,19672,18903
Mid,2053,205307,000,State of Texas,16,16 yrs,472805,241215,231590,107289,54710,52579,56973,28832,28141,242689,124202,118487,28036,14185,13851,37818,19286,18532
Mid,2053,205307,000,State of Texas,17,17 yrs,476877,243292,233585,108607,55359,53248,57657,29149,28508,245142,125538,119604,28461,14376,14085,37010,18870,18140
Mid,2053,205307,000,State of Texas,18,18 yrs,480940,245332,235608,109938,56000,53938,58402,29487,28915,247396,126780,120616,29025,14620,14405,36179,18445,17734
Mid,2053,205307,000,State of Texas,19,19 yrs,484841,247282,237559,111520,56802,54718,59371,29905,29466,249066,127743,121323,29603,14847,14756,35281,17985,17296
Mid,2053,205307,000,State of Texas,20,20 yrs,488547,249123,239424,113095,57583,55512,60340,30327,30013,250481,128578,121903,30273,15120,15153,34358,17515,16843
Mid,2053,205307,000,State of Texas,21,21 yrs,492028,250828,241200,114681,58373,56308,61291,30733,30558,251637,129256,122381,30996,15431,15565,33423,17035,16388
Mid,2053,205307,000,State of Texas,22,22 yrs,495164,252377,242787,116244,59159,57085,62197,31124,31073,252489,129783,122706,31754,15761,15993,32480,16550,15930
Mid,2053,205307,000,State of Texas,23,23 yrs,498175,253798,244377,117811,59945,57866,63078,31492,31586,253155,130160,122995,32588,16127,16461,31543,16074,15469
Mid,2053,205307,000,State of Texas,24,24 yrs,500985,255098,245887,119386,60751,58635,63927,31841,32086,253572,130403,123169,33485,16509,16976,30615,15594,15021
Mid,2053,205307,000,State of Texas,25,25 yrs,503771,256344,247427,120988,61559,59429,64723,32148,32575,253924,130630,123294,34423,16871,17552,29713,15136,14577
Mid,2053,205307,000,State of Texas,26,26 yrs,506549,257586,248963,122642,62384,60258,65545,32451,33094,254153,130845,123308,35400,17235,18165,28809,14671,14138
Mid,2053,205307,000,State of Texas,27,27 yrs,509227,258758,250469,124295,63206,61089,66308,32722,33586,254304,131036,123268,36398,17575,18823,27922,14219,13703
Mid,2053,205307,000,State of Texas,28,28 yrs,512111,260030,252081,126056,64088,61968,67065,32996,34069,254540,131270,123270,37401,17906,19495,27049,13770,13279
Mid,2053,205307,000,State of Texas,29,29 yrs,514605,261128,253477,127711,64925,62786,67752,33234,34518,254632,131423,123209,38327,18220,20107,26183,13326,12857
Mid,2053,205307,000,State of Texas,30,30 yrs,517052,262243,254809,129350,65745,63605,68395,33464,34931,254793,131627,123166,39193,18518,20675,25321,12889,12432
Mid,2053,205307,000,State of Texas,31,31 yrs,518107,262569,255538,130607,66386,64221,69733,34050,35683,254102,131213,122889,39290,18513,20777,24375,12407,11968
Mid,2053,205307,000,State of Texas,32,32 yrs,519063,263033,256030,131725,66964,64761,69827,34038,35789,254009,131284,122725,40011,18788,21223,23491,11959,11532
Mid,2053,205307,000,State of Texas,33,33 yrs,492470,249272,243198,124246,63299,60947,66739,32234,34505,234452,121218,113234,44553,21088,23465,22480,11433,11047
Mid,2053,205307,000,State of Texas,34,34 yrs,501768,253541,248227,128941,65738,63203,68681,33087,35594,236949,122302,114647,45320,21306,24014,21877,11108,10769
Mid,2053,205307,000,State of Texas,35,35 yrs,518951,262087,256864,132988,67716,65272,71453,34607,36846,244481,126177,118304,47252,22036,25216,22777,11551,11226
Mid,2053,205307,000,State of Texas,36,36 yrs,536848,271811,265037,139156,70931,68225,72414,35143,37271,252935,130665,122270,49218,23185,26033,23125,11887,11238
Mid,2053,205307,000,State of Texas,37,37 yrs,553826,280155,273671,145180,73996,71184,74084,35641,38443,261129,135077,126052,49858,23524,26334,23575,11917,11658
Mid,2053,205307,000,State of Texas,38,38 yrs,563168,285663,277505,146525,74995,71530,75258,36441,38817,266284,137954,128330,51157,24238,26919,23944,12035,11909
Mid,2053,205307,000,State of Texas,39,39 yrs,559435,283669,275766,146588,74999,71589,74471,36237,38234,264603,136764,127839,50707,23999,26708,23066,11670,11396
Mid,2053,205307,000,State of Texas,40,40 yrs,558683,282665,276018,146454,74418,72036,73846,35730,38116,263437,136127,127310,51931,24908,27023,23015,11482,11533
Mid,2053,205307,000,State of Texas,41,41 yrs,558217,282802,275415,145620,74001,71619,73937,35929,38008,264987,137270,127717,51080,24172,26908,22593,11430,11163
Mid,2053,205307,000,State of Texas,42,42 yrs,561874,285171,276703,147413,75511,71902,74445,36243,38202,266905,138169,128736,50744,23931,26813,22367,11317,11050
Mid,2053,205307,000,State of Texas,43,43 yrs,583866,295615,288251,151560,77688,73872,77168,37285,39883,280684,144617,136067,50992,24087,26905,23462,11938,11524
Mid,2053,205307,000,State of Texas,44,44 yrs,583135,295617,287518,152058,77877,74181,77225,37652,39573,280215,144405,135810,50691,24088,26603,22946,11595,11351
Mid,2053,205307,000,State of Texas,45,45 yrs,595316,301083,294233,155282,79367,75915,78601,38247,40354,286507,147236,139271,51611,24527,27084,23315,11706,11609
Mid,2053,205307,000,State of Texas,46,46 yrs,588981,297791,291190,155026,79371,75655,78022,38066,39956,282698,144758,137940,50342,23957,26385,22893,11639,11254
Mid,2053,205307,000,State of Texas,47,47 yrs,577584,292534,285050,153311,78790,74521,75386,36543,38843,276470,142213,134257,50180,23785,26395,22237,11203,11034
Mid,2053,205307,000,State of Texas,48,48 yrs,578571,293416,285155,154312,79271,75041,74904,36499,38405,276773,142709,134064,50550,23981,26569,22032,10956,11076
Mid,2053,205307,000,State of Texas,49,49 yrs,572529,289722,282807,155139,79508,75631,73789,35990,37799,271759,139444,132315,50156,23920,26236,21686,10860,10826
Mid,2053,205307,000,State of Texas,50,50 yrs,562410,284281,278129,153334,78711,74623,72454,35298,37156,266573,136534,130039,49427,23406,26021,20622,10332,10290
Mid,2053,205307,000,State of Texas,51,51 yrs,564815,285205,279610,154494,79291,75203,76593,36892,39701,262670,134877,127793,50533,24007,26526,20525,10138,10387
Mid,2053,205307,000,State of Texas,52,52 yrs,567802,284053,283749,160491,81547,78944,76635,36552,40083,258244,131054,127190,52127,24926,27201,20305,9974,10331
Mid,2053,205307,000,State of Texas,53,53 yrs,559722,281597,278125,162988,83307,79681,75646,36127,39519,251584,128224,123360,50409,24283,26126,19095,9656,9439
Mid,2053,205307,000,State of Texas,54,54 yrs,532847,267827,265020,156704,80003,76701,71067,34076,36991,238641,121362,117279,48525,23512,25013,17910,8874,9036
Mid,2053,205307,000,State of Texas,55,55 yrs,515046,259248,255798,152035,77719,74316,68477,32835,35642,228962,116669,112293,48184,23458,24726,17388,8567,8821
Mid,2053,205307,000,State of Texas,56,56 yrs,503089,252861,250228,151236,77230,74006,66126,31530,34596,221740,113037,108703,47510,22966,24544,16477,8098,8379
Mid,2053,205307,000,State of Texas,57,57 yrs,497858,248965,248893,151517,76981,74536,65095,30981,34114,217327,109938,107389,46963,22815,24148,16956,8250,8706
Mid,2053,205307,000,State of Texas,58,58 yrs,507345,254037,253308,156338,79728,76610,67273,31803,35470,220904,111879,109025,46344,22530,23814,16486,8097,8389
Mid,2053,205307,000,State of Texas,59,59 yrs,487013,241703,245310,151423,76836,74587,65245,30805,34440,208697,104297,104400,45515,22064,23451,16133,7701,8432
Mid,2053,205307,000,State of Texas,60,60 yrs,484802,240197,244605,152319,77242,75077,65464,30697,34767,205276,102363,102913,45759,22227,23532,15984,7668,8316
Mid,2053,205307,000,State of Texas,61,61 yrs,486252,240236,246016,156956,79480,77476,65370,30469,34901,202692,100820,101872,45432,21862,23570,15802,7605,8197
Mid,2053,205307,000,State of Texas,62,62 yrs,476540,234523,242017,157416,79472,77944,63775,29560,34215,194318,96308,98010,45009,21616,23393,16022,7567,8455
Mid,2053,205307,000,State of Texas,63,63 yrs,500185,246510,253675,166886,84145,82741,66481,30742,35739,204151,101658,102493,46192,22189,24003,16475,7776,8699
Mid,2053,205307,000,State of Texas,64,64 yrs,448007,218240,229767,152811,76832,75979,58889,26995,31894,176586,86168,90418,44328,21053,23275,15393,7192,8201
Mid,2053,205307,000,State of Texas,65,65 yrs,446460,217430,229030,153300,76729,76571,57446,26055,31391,177607,87242,90365,43170,20436,22734,14937,6968,7969
Mid,2053,205307,000,State of Texas,66,66 yrs,432332,209434,222898,150287,74868,75419,54478,24900,29578,171442,83280,88162,41340,19622,21718,14785,6764,8021
Mid,2053,205307,000,State of Texas,67,67 yrs,425857,205583,220274,149926,74493,75433,53303,24048,29255,167373,81076,86297,41033,19367,21666,14222,6599,7623
Mid,2053,205307,000,State of Texas,68,68 yrs,439536,212786,226750,154674,77114,77560,54044,24573,29471,175211,85047,90164,41167,19470,21697,14440,6582,7858
Mid,2053,205307,000,State of Texas,69,69 yrs,400860,191511,209349,141660,69976,71684,49115,21885,27230,157428,75271,82157,38954,18175,20779,13703,6204,7499
Mid,2053,205307,000,State of Texas,70,70 yrs,397060,188949,208111,141165,69699,71466,48532,21632,26900,156070,73872,82198,37552,17487,20065,13741,6259,7482
Mid,2053,205307,000,State of Texas,71,71 yrs,387529,183361,204168,137622,67491,70131,46486,20501,25985,154362,72997,81365,35873,16502,19371,13186,5870,7316
Mid,2053,205307,000,State of Texas,72,72 yrs,374524,175963,198561,133293,65210,68083,45682,19895,25787,148420,69444,78976,33897,15519,18378,13232,5895,7337
Mid,2053,205307,000,State of Texas,73,73 yrs,387936,183002,204934,135746,66063,69683,47187,20664,26523,158526,75292,83234,33635,15243,18392,12842,5740,7102
Mid,2053,205307,000,State of Texas,74,74 yrs,331952,154466,177486,117818,57154,60664,40462,17495,22967,131509,60871,70638,30354,13725,16629,11809,5221,6588
Mid,2053,205307,000,State of Texas,75,75 yrs,324896,149704,175192,115152,55136,60016,37942,16309,21633,132038,60504,71534,28411,12847,15564,11353,4908,6445
Mid,2053,205307,000,State of Texas,76,76 yrs,309227,142067,167160,108795,51945,56850,35685,15323,20362,126492,57707,68785,27473,12349,15124,10782,4743,6039
Mid,2053,205307,000,State of Texas,77,77 yrs,295472,134969,160503,103675,49479,54196,33648,14109,19539,121170,54968,66202,26852,12066,14786,10127,4347,5780
Mid,2053,205307,000,State of Texas,78,78 yrs,302321,138610,163711,106723,50522,56201,33415,14313,19102,125587,57472,68115,26478,11927,14551,10118,4376,5742
Mid,2053,205307,000,State of Texas,79,79 yrs,269675,121560,148115,96392,45178,51214,30476,12737,17739,109805,49068,60737,24018,10701,13317,8984,3876,5108
Mid,2053,205307,000,State of Texas,80,80 yrs,263195,117694,145501,95409,44390,51019,29930,12345,17585,105698,46930,58768,23003,10152,12851,9155,3877,5278
Mid,2053,205307,000,State of Texas,81,81 yrs,259073,115016,144057,98277,45401,52876,28750,11757,16993,101688,44662,57026,21572,9423,12149,8786,3773,5013
Mid,2053,205307,000,State of Texas,82,82 yrs,252955,111629,141326,100508,46051,54457,28179,11426,16753,95818,41851,53967,19753,8630,11123,8697,3671,5026
Mid,2053,205307,000,State of Texas,83,83 yrs,245570,108371,137199,97350,44249,53101,26446,10610,15836,95085,42080,53005,18574,8001,10573,8115,3431,4684
Mid,2053,205307,000,State of Texas,84,84 yrs,206399,89595,116804,82968,37191,45777,22015,8705,13310,78514,34059,44455,15936,6766,9170,6966,2874,4092
Mid,2053,205307,000,State of Texas,85,85 yrs,188543,81099,107444,74869,33329,41540,20381,8024,12357,73231,31413,41818,13804,5813,7991,6258,2520,3738
Mid,2053,205307,000,State of Texas,86,86 yrs,172006,73090,98916,69611,30416,39195,18774,7179,11595,65992,28290,37702,11886,4936,6950,5743,2269,3474
Mid,2053,205307,000,State of Texas,87,87 yrs,160789,67695,93094,65461,28233,37228,17651,6665,10986,61403,26189,35214,10946,4523,6423,5328,2085,3243
Mid,2053,205307,000,State of Texas,88,88 yrs,156715,65154,91561,66728,28366,38362,16863,6231,10632,58104,24527,33577,9871,4019,5852,5149,2011,3138
Mid,2053,205307,000,State of Texas,89,89 yrs,138080,56344,81736,61041,25434,35607,14484,5221,9263,49140,20416,28724,8669,3460,5209,4746,1813,2933
Mid,2053,205307,000,State of Texas,90,90 yrs,123174,49393,73781,55675,22850,32825,12845,4558,8287,42948,17472,25476,7414,2895,4519,4292,1618,2674
Mid,2053,205307,000,State of Texas,91,91 yrs,107748,42633,65115,49930,20145,29785,11112,3892,7220,36998,14932,22066,5977,2299,3678,3731,1365,2366
Mid,2053,205307,000,State of Texas,92,92 yrs,93786,36374,57412,43937,17458,26479,9758,3338,6420,31743,12532,19211,5163,1915,3248,3185,1131,2054
